Engine_Speed,Fuel_Flow,Intake_Manifold_Pressure,Coolant_Temp,Ambient_Temp,Engine_Performance
1010,47.89,1.52,86,35,161.74
1674,19.68,2.0,90,21,161.96
1294,28.45,1.24,93,26,131.31
2405,36.47,2.96,87,12,255.4
2874,10.19,1.19,98,17,143.93
1792,26.46,1.24,70,23,132.67
2403,12.94,1.93,91,19,167.2
2608,10.21,2.99,108,36,211.37
2249,13.22,1.2,105,39,121.13
2100,11.83,2.81,81,33,210.98
1941,47.71,1.66,93,16,209.0
652,37.37,2.59,75,29,203.92
677,32.52,1.52,103,33,148.87
2864,42.54,1.18,71,19,187.19
2810,26.12,2.85,91,18,248.21
2871,21.55,1.67,87,26,169.63
2039,13.31,1.33,103,11,130.97
1675,25.78,2.7,73,17,207.95
1122,10.92,1.15,79,16,111.07
2871,21.97,1.49,71,27,171.32
865,22.9,2.74,82,33,183.97
1864,40.81,1.99,97,38,207.24
2628,41.17,1.53,76,38,192.44
2965,17.38,2.13,109,22,199.05
847,32.95,1.49,97,22,140.39
2495,13.21,1.48,90,34,142.87
1545,44.83,1.27,86,39,166.1
1854,46.71,1.34,109,16,183.55
2131,33.58,1.39,101,25,165.06
2174,47.8,2.72,92,30,244.85
2954,31.82,1.58,79,23,189.59
1007,29.23,1.29,96,24,132.19
1063,39.3,1.56,72,28,154.86
2744,47.2,1.74,89,15,221.83
2321,15.09,1.79,84,27,152.28
2197,37.8,2.54,81,30,237.66
897,31.7,3.0,89,23,209.87
1739,23.11,1.46,83,33,137.68
2126,35.85,1.81,79,32,180.28
2024,14.62,1.92,105,37,157.92
1150,43.25,1.89,86,40,189.82
726,11.99,1.49,107,21,122.66
2360,12.65,1.8,72,32,153.75
2620,15.15,1.98,90,37,183.71
2044,21.6,2.32,77,32,191.33
1214,47.33,1.93,107,39,185.44
1521,18.21,2.26,98,25,165.81
2486,39.1,2.63,99,24,242.91
1129,43.38,1.32,95,14,164.06
2173,18.57,2.03,81,19,167.22
1073,41.05,2.22,76,35,202.69
753,36.85,1.54,83,20,149.87
1431,14.57,1.81,70,31,138.57
2255,38.43,1.32,71,12,181.14
636,27.95,1.73,99,36,134.81
853,20.95,1.83,106,23,143.84
1383,31.63,1.43,85,16,154.71
1434,48.77,2.11,100,31,212.38
1298,27.03,1.74,88,12,160.96
1257,49.54,2.88,85,15,241.98
2674,37.13,1.88,76,35,211.52
2148,44.43,2.76,77,30,249.74
2768,41.01,2.4,109,36,237.85
2851,16.41,1.27,88,18,155.8
2923,28.04,1.2,79,22,164.17
2014,21.43,2.82,86,26,210.14
2428,12.98,2.65,88,11,217.15
1657,38.06,2.04,82,20,195.02
1282,26.95,2.79,74,26,217.42
873,40.96,2.89,75,11,238.57
1683,22.78,1.12,73,30,122.77
1048,14.73,2.65,96,29,173.89
1401,25.57,2.72,82,16,216.55
2171,39.05,2.62,106,19,230.83
1614,41.53,1.96,101,28,196.8
1605,43.99,1.89,74,20,195.4
1320,19.94,1.42,104,18,135.89
1202,15.33,2.34,91,39,172.52
1151,49.41,1.62,107,14,176.87
1042,19.11,1.97,81,16,150.37
613,49.91,1.49,104,38,165.91
2521,37.91,2.73,100,17,258.9
2354,13.87,1.59,96,21,158.19
1011,42.19,1.5,90,38,153.37
943,34.19,2.04,100,33,184.16
2634,16.32,2.15,72,13,179.49
2491,33.58,1.4,106,25,170.02
2171,38.43,1.92,75,39,192.62
1137,39.87,2.03,96,20,180.62
2120,23.38,2.23,109,25,199.08
2224,28.55,1.93,100,31,189.23
1954,48.68,2.77,95,21,257.65
1942,26.24,2.73,105,15,216.63
1280,24.84,1.9,96,36,167.44
601,37.22,1.92,94,31,171.62
2016,25.1,2.64,95,24,220.22
2240,46.63,2.08,70,37,215.06
1720,17.87,2.91,75,22,218.54
1368,27.81,1.12,110,35,130.49
833,39.04,1.2,100,20,145.28
2794,24.49,2.19,81,18,214.38
1740,16.71,2.01,71,37,158.84
1755,43.48,1.07,76,18,160.92
1461,23.28,2.82,94,36,206.31
2990,12.87,2.34,78,37,186.78
2515,30.95,1.45,100,24,173.8
2644,38.49,2.57,75,29,238.65
2787,46.89,2.89,80,21,274.88
1157,28.4,1.71,103,37,160.74
1114,16.95,2.73,105,26,194.61
827,47.91,1.9,103,22,198.08
1484,14.62,2.86,77,11,206.88
1722,28.64,2.59,84,20,210.02
625,11.99,2.46,107,14,166.67
2994,17.24,1.86,108,27,184.44
2321,28.4,2.26,81,24,211.85
1870,34.21,1.99,80,11,187.67
2172,13.32,1.06,84,24,126.89
1460,28.53,2.11,80,11,176.03
942,19.48,1.95,78,31,151.82
2228,11.1,2.28,106,34,185.58
1029,25.9,1.61,79,35,133.51
2139,13.5,2.17,96,21,182.99
2861,46.7,1.98,73,39,225.05
891,33.03,1.04,94,19,132.64
1401,11.64,1.64,89,30,135.88
2225,46.87,2.42,101,35,247.62
2916,45.13,2.69,99,19,276.13
2712,19.05,2.11,90,29,195.86
2298,45.98,1.58,104,28,195.59
2201,11.56,1.9,81,19,168.96
2375,44.86,2.61,93,27,247.72
1985,32.21,2.95,102,24,239.23
2761,46.88,2.72,108,19,273.12
1185,23.04,2.99,108,14,223.71
2845,20.93,2.38,92,32,219.27
1983,19.75,2.19,73,27,190.51
1160,23.36,1.09,83,38,122.72
2228,48.47,1.73,86,37,209.39
848,41.69,1.86,72,34,167.6
2929,25.84,2.09,72,25,208.45
2086,36.15,2.51,81,31,216.32
2223,12.72,1.69,85,35,156.11
2766,27.85,2.88,99,37,238.8
1533,20.0,1.46,105,22,144.07
1498,21.91,1.07,72,15,130.08
1231,13.09,2.81,95,40,192.58
1066,23.27,1.23,96,17,133.65
2440,22.88,1.22,86,15,145.3
2652,29.51,2.15,84,10,216.25
2770,37.39,2.79,77,21,258.56
870,22.28,2.84,99,30,206.53
2175,41.19,2.82,80,40,241.85
1795,15.27,1.99,99,36,162.67
2444,24.7,1.92,74,13,181.51
1266,14.27,1.0,98,21,106.71
1522,21.22,1.15,101,28,117.21
1716,35.54,1.74,100,28,188.14
1155,16.38,1.17,110,29,108.7
1498,45.87,2.0,70,35,194.79
1130,34.06,2.47,87,16,210.58
1976,37.26,1.96,90,27,205.81
930,39.08,2.11,92,31,178.07
1463,29.25,2.05,97,14,184.69
1234,25.56,1.58,108,34,154.96
2175,19.64,2.82,89,35,219.31
2576,31.28,2.25,109,10,211.32
2238,38.71,1.26,108,38,176.97
2900,18.93,2.39,80,39,203.28
2525,30.0,1.85,82,24,183.56
2220,17.03,2.75,79,21,207.42
2744,15.28,1.39,90,31,153.85
2126,36.81,2.2,77,18,216.53
1929,42.33,1.76,104,20,199.4
2585,22.66,2.76,109,34,228.78
1108,23.59,1.72,96,16,154.99
1892,32.14,1.86,89,20,191.2
1549,28.25,2.04,104,27,183.19
2486,25.84,1.76,102,37,185.64
2957,17.73,2.36,84,16,200.54
970,42.33,1.64,76,34,167.95
2203,46.14,1.26,105,11,185.41
1826,42.27,2.78,110,12,249.57
2768,11.36,2.85,85,10,229.43
872,45.3,1.64,82,18,177.88
1017,37.48,1.28,105,24,151.66
2030,35.26,1.26,109,30,158.73
790,36.12,1.7,92,39,153.43
1370,32.91,2.75,80,19,226.18
2360,34.14,2.83,107,40,233.49
2579,27.1,2.56,88,36,229.84
2459,16.56,2.83,106,40,213.87
1168,40.4,1.48,90,13,161.82
854,49.58,2.18,90,26,206.67
1680,47.34,2.41,93,29,220.62
2643,36.51,2.94,97,36,256.06
1185,19.96,1.8,108,31,149.16
1227,16.5,1.33,105,27,130.18
2157,20.64,2.69,110,26,213.58
2912,29.92,2.68,84,11,233.38
1684,31.17,1.68,109,12,171.52
2898,32.91,2.22,72,24,220.85
1159,19.13,1.89,98,31,151.65
2875,10.8,1.77,89,39,168.58
1988,38.28,2.3,93,36,218.78
2244,29.87,2.26,103,33,206.07
953,36.05,2.61,97,40,203.99
1156,31.15,1.23,106,17,133.27
922,49.74,2.85,90,26,238.58
2338,39.21,1.31,85,39,168.33
1746,32.27,1.0,87,29,137.82
620,12.45,2.89,98,21,183.23
1787,18.37,1.3,77,10,140.62
2241,28.8,1.73,74,15,180.19
2498,18.61,2.77,79,25,215.84
1761,19.69,1.8,110,23,163.59
2596,28.31,2.8,73,17,246.67
2776,11.35,2.15,107,12,196.87
2565,43.7,1.73,100,29,216.29
2681,39.42,1.78,74,10,211.9
674,17.38,2.55,81,40,174.59
845,16.96,1.66,70,31,133.36
2924,16.07,2.26,98,27,201.23
2171,41.29,1.75,71,38,192.74
1753,37.71,2.83,92,20,237.62
2184,25.3,1.54,88,39,160.8
674,28.43,2.84,83,38,196.75
2204,19.9,2.31,95,31,196.3
1402,15.91,2.8,94,35,185.16
1555,43.49,1.34,76,29,161.57
2335,45.84,2.5,96,21,238.54
2145,10.7,2.79,86,23,202.93
1033,15.32,1.54,95,15,120.8
2314,28.87,1.21,93,27,144.22
699,26.54,1.05,82,20,115.29
2085,31.09,2.46,71,14,210.98
2903,18.69,2.06,77,10,198.27
1453,25.85,1.6,105,18,153.39
602,49.47,1.69,89,10,185.94
628,47.57,2.29,83,27,202.62
1714,31.5,2.55,93,36,213.25
1454,34.28,2.52,82,23,206.2
1608,10.62,1.5,100,34,127.04
2395,48.54,1.11,107,19,187.37
1288,32.85,2.83,75,14,227.06
1105,40.41,2.75,102,12,224.39
1991,38.86,2.48,83,24,221.68
1374,47.45,2.79,95,10,242.35
2441,27.05,1.76,79,22,183.34
2012,14.28,1.16,108,17,119.04
2989,18.45,2.0,95,21,202.26
1029,36.06,2.33,71,33,184.0
744,48.79,2.81,105,34,229.27
2679,34.16,1.4,80,11,180.17
1787,47.18,2.48,104,24,234.18
939,26.12,1.39,75,22,133.01
2702,18.78,2.29,84,25,208.99
2913,35.22,2.94,104,22,269.87
813,34.03,1.1,72,12,130.09
2686,27.27,1.27,80,26,166.54
2936,48.97,2.05,99,38,237.79
1065,21.79,2.85,78,40,197.49
1332,21.54,2.02,83,25,155.57
2618,41.65,2.02,80,21,220.11
945,38.57,1.89,100,22,185.15
2636,21.2,1.26,93,28,153.64
1227,49.78,2.74,93,18,248.74
2931,32.55,1.6,78,27,191.04
2749,50.0,2.44,108,33,254.53
1809,48.74,2.87,87,24,261.18
1252,44.65,1.33,104,28,168.85
1929,19.47,2.21,91,30,179.27
2764,13.97,2.53,91,36,213.55
2841,41.06,2.71,71,34,263.21
987,24.46,2.38,87,37,185.69
1240,46.65,1.39,105,28,160.61
973,18.04,1.76,96,11,141.78
2210,37.0,1.59,78,40,185.77
813,17.68,2.27,78,29,155.96
1556,32.52,2.64,94,10,221.96
1137,16.02,1.84,104,40,140.38
1088,38.29,2.39,96,22,204.96
1728,44.87,2.42,110,26,229.41
1449,37.81,2.28,73,25,198.91
1733,23.49,1.84,107,40,169.83
808,18.34,1.53,77,36,120.28
877,10.75,3.0,72,28,182.44
1691,34.73,1.81,89,35,172.1
663,39.74,1.07,105,11,139.49
2146,40.08,2.28,72,22,219.04
2158,31.03,2.88,99,26,230.7
2331,29.54,2.4,77,38,220.19
2660,36.18,1.1,104,12,164.17
1224,21.14,2.82,95,13,200.21
2371,30.63,1.05,86,14,152.46
2482,36.82,2.91,103,24,254.52
825,14.9,2.66,80,10,177.75
880,48.48,2.76,97,32,226.83
1037,37.14,2.28,81,14,204.53
2134,46.22,1.49,102,38,190.91
1151,19.49,1.15,82,29,113.95
2672,22.96,2.8,103,27,237.76
1350,42.47,2.75,103,26,227.53
2155,18.18,2.18,107,18,180.74
1020,43.08,1.56,92,17,174.5
2748,34.22,1.27,89,10,182.45
1464,49.16,1.37,84,31,169.88
1079,15.17,1.1,106,34,112.85
2345,25.95,2.12,75,30,195.81
2139,39.24,2.93,101,37,251.2
2207,41.58,1.26,108,37,172.28
687,47.41,2.5,92,25,218.98
2814,45.73,2.95,91,15,282.13
1000,24.6,1.87,104,19,156.04
1593,43.23,2.74,103,24,236.13
726,38.93,1.91,102,16,178.78
2111,34.64,1.76,73,21,177.23
1410,10.75,1.23,110,19,107.88
2129,44.31,1.36,88,40,174.23
2445,24.12,1.78,79,14,182.36
893,37.62,1.82,81,19,161.5
2349,35.94,1.53,77,21,177.26
2152,39.1,2.52,106,34,233.11
1451,36.05,1.31,73,34,146.98
2131,32.94,2.48,88,36,222.47
820,44.22,2.91,73,22,230.34
2098,16.31,2.81,87,27,202.11
2698,21.08,2.63,92,20,224.69
1195,12.35,1.55,82,12,127.64
1958,35.87,1.66,92,13,176.1
1117,46.73,2.91,108,37,247.93
2868,36.59,1.77,96,27,205.0
705,12.29,2.2,79,40,145.0
1913,32.89,1.26,72,31,150.83
1401,22.87,2.29,79,32,178.29
2538,45.15,1.29,89,22,182.53
1126,38.19,2.45,87,34,203.87
2246,41.09,2.9,81,16,261.72
2470,25.37,2.05,70,34,184.31
1601,38.9,1.14,84,25,159.31
1713,13.4,1.08,81,36,114.91
706,18.35,2.8,71,17,192.43
2753,31.86,1.84,88,11,205.5
2740,47.13,1.71,70,22,213.8
2900,46.85,1.53,88,20,217.06
2987,12.65,1.14,107,35,139.66
2106,22.47,1.82,98,39,173.49
694,16.49,1.67,80,27,121.05
812,12.11,1.35,83,30,104.41
1114,11.65,2.66,92,19,171.96
2891,32.35,2.77,74,26,246.58
1110,17.78,1.66,90,23,136.39
1342,47.71,1.57,106,26,172.94
1101,47.43,1.18,104,31,147.22
2047,20.16,1.08,89,26,134.53
720,31.16,1.13,101,38,125.49
1457,49.37,1.52,109,13,181.55
1947,32.68,2.47,85,24,221.05
3000,23.13,1.77,76,21,196.34
2574,47.55,2.95,74,17,267.67
2281,10.89,2.64,72,30,188.68
2364,20.68,1.59,78,22,158.53
2019,33.35,2.93,93,22,247.34
2703,34.89,1.67,98,11,201.86
2215,28.86,1.68,106,29,179.11
611,10.8,2.87,110,14,177.75
2895,33.51,1.38,89,25,184.3
1370,48.97,1.5,79,18,175.44
1532,36.69,1.92,70,31,174.31
2339,48.02,2.79,103,38,257.91
746,18.49,1.17,74,36,94.38
2116,45.19,1.44,93,15,195.96
1396,33.7,1.39,77,36,148.83
2396,49.12,2.15,95,14,230.43
2093,22.29,2.82,107,36,217.95
1116,22.03,2.0,92,13,168.52
1412,15.34,1.45,109,15,139.6
811,30.49,1.99,77,22,159.49
807,23.57,1.0,75,11,109.29
2016,21.09,2.04,98,26,188.29
1060,12.18,1.49,87,11,126.95
1957,37.29,1.95,79,11,193.43
1365,34.04,2.28,74,36,192.48
1663,14.44,2.47,108,19,180.91
1762,49.45,2.25,98,39,224.56
2968,33.3,1.57,70,26,179.71
2721,39.35,2.92,110,10,273.39
2651,33.35,2.28,106,39,227.91
1299,35.88,2.21,101,29,193.48
2567,36.94,2.88,80,14,260.8
1288,41.76,1.57,104,23,171.39
2051,39.67,1.19,97,11,171.54
1526,45.19,1.88,88,11,200.91
959,21.68,1.07,74,20,107.98
1309,40.8,1.05,77,30,148.85
1894,11.47,1.04,91,28,101.97
1485,35.53,2.29,92,11,213.58
2829,29.65,1.43,70,29,173.18
2361,29.2,2.83,79,27,241.04
1126,46.61,1.25,88,12,155.22
2515,24.99,2.03,100,17,193.15
2633,19.32,1.85,94,28,178.39
1430,14.57,1.77,96,33,151.22
2447,42.66,2.55,73,13,238.56
2255,47.22,2.98,95,24,261.78
2344,13.23,1.23,107,18,137.49
710,10.29,1.42,97,39,93.37
2828,36.47,1.88,109,35,216.04
2598,33.97,3.0,105,26,264.19
2842,27.06,1.06,94,30,161.9
1525,33.99,1.43,92,23,167.13
1280,29.57,2.02,82,27,180.33
1290,31.17,1.49,91,31,150.23
1259,33.71,2.57,77,28,198.33
717,35.97,2.07,76,14,173.5
1106,17.86,1.32,70,20,122.21
2942,20.03,2.02,81,38,187.59
1150,14.34,2.58,89,25,167.67
2828,39.73,2.54,95,32,241.32
1308,23.67,2.42,75,22,195.77
1910,24.65,1.13,97,10,144.82
2113,25.92,1.27,109,10,157.85
1211,29.94,1.74,71,31,166.5
2636,28.09,1.78,88,30,178.84
1141,19.21,1.75,90,10,140.34
2831,26.99,2.92,84,30,236.86
689,32.26,1.27,99,37,133.75
871,20.81,1.28,105,16,110.95
2543,17.75,1.23,73,31,144.63
2283,39.46,2.07,73,37,207.55
2944,42.99,2.22,82,37,238.84
2000,13.7,2.17,108,39,170.98
2294,34.14,2.97,88,24,256.78
1590,32.43,1.83,81,26,183.64
1892,32.68,2.55,92,12,227.43
2614,43.36,2.63,107,19,250.75
2260,19.9,1.15,79,17,132.95
1338,28.73,1.67,95,30,148.97
2637,34.26,2.89,81,28,243.37
1611,33.55,1.05,88,17,145.01
2363,23.52,1.93,88,14,189.39
1282,11.25,2.56,79,13,169.0
2607,11.28,1.32,92,27,131.14
625,28.3,2.81,77,34,193.01
1481,41.45,2.16,104,22,207.6
1716,17.21,1.84,80,25,161.31
2396,28.96,1.21,74,37,152.26
1231,17.81,1.71,81,38,138.05
2626,41.49,1.83,109,26,219.93
2432,29.68,2.37,96,25,218.88
618,35.91,1.94,74,14,163.44
2079,24.45,2.68,79,28,224.31
1463,44.55,2.96,97,12,244.31
2794,23.44,2.04,89,36,185.26
889,46.95,2.41,104,12,212.49
2297,23.1,2.99,73,23,236.06
1957,20.1,2.32,74,19,196.61
1826,31.56,2.95,75,28,237.04
2948,39.3,1.81,85,16,211.72
2423,30.17,2.6,79,16,232.6
2441,12.13,2.38,93,18,193.21
2057,19.99,1.24,110,18,149.78
1992,48.11,1.63,102,26,195.38
2745,26.21,2.44,84,33,223.1
1181,30.57,1.56,102,27,157.47
2614,32.3,2.89,76,33,239.6
2623,29.92,2.94,95,24,240.05
1623,41.0,1.95,76,29,196.38
2334,32.16,1.68,75,15,188.0
2504,21.64,1.48,107,28,161.18
1965,15.87,2.1,95,34,169.79
865,18.44,2.59,83,30,174.76
1542,22.88,1.69,86,37,155.85
2257,17.81,2.25,93,15,191.32
2367,30.95,2.37,108,20,224.29
1812,18.12,2.24,102,37,185.46
778,38.83,2.48,80,26,197.62
1782,28.94,2.9,92,25,222.76
2526,44.24,2.42,102,26,241.07
1356,29.61,1.13,100,39,127.87
1346,28.85,2.99,88,13,217.19
733,31.29,1.81,71,28,147.61
2263,33.52,1.19,86,27,159.35
2408,15.93,2.31,87,22,194.02
2609,17.79,1.79,106,31,177.95
2670,38.88,1.14,98,18,174.14
1278,44.4,2.61,71,15,220.65
1590,17.88,2.17,101,16,182.92
2102,15.91,2.31,107,18,179.82
2214,43.49,1.93,86,38,215.3
2365,35.22,2.49,76,18,225.54
2897,32.65,2.79,86,34,244.5
2739,39.48,2.99,104,23,269.57
2065,13.43,2.31,88,14,183.68
1642,30.86,1.16,106,36,142.79
2909,14.35,1.83,100,29,172.05
1969,14.99,1.91,100,29,154.92
2699,21.02,1.64,91,14,180.31
791,43.14,2.49,81,29,198.72
2700,44.38,1.38,107,31,194.03
1798,35.93,1.01,106,19,147.06
1836,13.18,1.78,95,37,148.44
2873,12.9,2.78,110,35,211.26
1072,32.8,2.33,78,37,195.95
2286,11.52,2.36,106,26,192.09
2632,28.59,2.91,101,34,249.22
1132,41.71,2.06,80,31,181.87
2906,16.21,1.07,91,18,138.97
2599,41.62,2.04,80,15,226.27
1035,18.15,2.99,72,36,206.01
1709,24.01,2.43,81,37,185.32
2511,47.74,1.85,82,30,210.99
2649,44.89,1.5,100,15,211.33
2209,20.46,2.45,89,15,203.96
645,43.08,1.97,104,17,185.85
2089,13.63,2.8,100,17,203.0
2140,47.46,2.83,95,20,254.33
2301,25.25,1.43,109,32,160.73
2483,37.75,2.51,87,25,243.92
2003,34.85,2.8,81,20,231.26
2149,26.83,1.34,77,23,150.17
2862,21.63,2.14,96,35,189.84
2804,44.75,2.74,73,33,260.93
1573,39.31,2.73,109,20,228.02
832,10.61,2.74,108,19,170.73
2487,30.53,1.51,97,20,168.0
2337,44.34,1.06,70,15,170.64
885,24.82,1.75,71,27,143.28
2590,39.01,1.7,110,21,209.42
2695,13.68,1.41,74,34,138.49
668,28.32,2.83,102,37,205.95
1684,34.9,2.04,72,23,197.82
2430,25.32,2.37,86,17,215.0
896,30.97,2.68,92,31,199.67
1604,46.14,1.19,99,25,169.07
1627,21.83,2.56,105,10,202.43
1802,40.34,1.01,79,22,145.51
1849,29.2,1.89,109,36,177.34
2228,26.56,1.15,80,35,148.95
703,28.22,1.45,84,15,128.2
2649,14.32,1.19,101,29,147.72
776,29.07,1.05,79,21,116.22
2716,40.64,1.14,71,25,177.65
1711,37.07,2.06,93,27,201.77
2424,31.51,2.15,92,25,200.07
1000,14.09,2.29,73,11,153.21
2261,34.5,1.43,99,31,180.13
2733,35.24,2.41,91,16,242.05
2086,39.23,1.0,99,17,155.78
2722,34.06,2.94,86,33,255.49
1419,23.9,1.73,84,25,156.73
1625,25.86,2.27,76,35,184.21
1932,46.59,2.9,92,12,254.77
837,18.37,1.64,99,33,137.13
1084,35.17,2.86,97,24,222.3
2325,21.34,2.05,105,20,184.63
2745,49.48,2.68,89,37,255.45
2125,28.29,2.03,78,35,184.57
1829,20.02,2.53,104,13,204.01
1793,19.89,2.56,86,31,194.69
738,27.35,1.13,102,20,109.48
1302,33.23,2.68,88,32,215.84
2000,39.68,2.87,77,40,234.96
2031,27.79,2.28,94,18,207.02
2101,27.47,1.69,71,36,176.48
2778,29.83,1.16,79,24,163.45
1156,45.27,2.34,100,27,206.15
1083,20.82,1.8,90,23,153.78
2779,30.91,2.67,108,24,237.59
2195,20.16,2.28,75,18,198.05
1085,30.5,1.98,102,24,181.66
1976,39.3,2.53,91,18,226.12
2943,13.33,2.56,101,20,209.95
898,21.7,1.68,94,39,139.46
2297,42.44,2.94,107,39,255.74
1522,14.35,2.86,77,21,196.96
783,12.85,2.65,107,23,168.67
2733,40.18,2.67,83,35,255.78
1568,26.47,2.67,93,26,215.23
2858,43.96,1.42,110,22,192.02
1307,33.56,1.47,95,39,144.84
1011,10.38,2.76,71,27,166.97
2916,37.76,1.93,97,16,215.56
1186,35.95,2.82,104,18,222.94
2871,49.78,2.56,104,15,261.55
2696,31.32,1.02,92,40,154.06
2285,16.04,1.58,75,39,145.01
1437,45.79,1.83,87,20,186.2
2951,49.86,2.15,110,34,236.89
2273,27.74,1.05,73,25,147.12
1670,42.05,2.43,91,19,228.36
1920,20.46,1.92,77,22,176.93
662,32.88,2.16,108,24,183.07
2468,27.59,1.3,84,17,156.4
1942,21.98,1.24,101,38,141.67
874,28.01,1.08,87,32,114.24
1884,38.07,2.56,102,35,235.05
1385,37.43,1.82,82,23,186.09
2309,46.22,1.19,110,16,177.44
1683,48.49,1.8,104,21,196.07
1388,26.32,1.52,78,25,144.26
1123,43.24,2.97,104,17,241.3
2151,31.95,2.78,86,26,231.63
1733,39.05,1.43,93,18,162.42
953,49.97,2.55,71,38,218.36
2785,22.78,1.23,98,21,158.96
1390,17.98,1.08,110,14,111.37
2274,42.26,2.01,106,20,216.34
1235,24.41,2.99,76,30,213.8
1124,35.99,2.6,82,31,200.1
790,45.12,2.19,73,10,193.85
2401,32.71,2.51,95,14,235.73
2673,42.19,1.52,77,33,191.13
2409,31.45,2.52,101,22,217.57
2570,31.66,1.87,78,18,191.38
2443,40.86,1.27,91,25,170.53
1977,25.74,1.16,76,16,136.36
1120,26.61,1.6,97,14,146.88
924,28.99,1.61,91,15,141.57
2588,13.13,2.3,101,15,202.92
691,33.97,2.56,100,34,204.24
1283,40.72,2.28,109,12,213.38
1746,42.82,1.36,78,37,176.58
782,48.94,2.42,71,26,217.86
1712,36.66,1.7,90,22,181.65
1038,41.31,2.98,89,10,236.35
2639,20.34,2.66,94,29,217.38
2315,26.7,2.97,101,31,236.19
1334,29.76,1.24,81,17,132.92
2568,24.15,2.1,71,28,198.0
1158,23.03,1.54,96,34,145.8
1296,16.2,1.79,93,27,139.21
1886,49.78,2.96,81,24,257.99
1008,31.99,1.99,102,22,165.08
1329,40.5,2.99,94,19,251.27
2341,43.86,2.36,84,19,240.4
1986,20.44,1.38,86,37,130.67
1067,15.26,2.07,95,16,162.91
897,27.41,1.07,81,13,115.18
1709,45.57,2.89,75,31,241.2
1090,16.76,1.91,107,32,139.66
1990,46.86,2.56,73,29,240.29
1951,35.58,1.49,106,38,173.43
2617,10.36,1.38,85,25,134.1
2694,48.87,2.24,96,19,247.82
637,18.61,1.77,70,31,125.71
736,34.24,2.86,105,17,210.54
753,12.03,2.2,95,30,144.66
2467,49.75,1.4,80,39,201.06
2284,40.77,2.34,94,14,226.76
2195,20.44,1.57,81,13,152.02
1059,25.66,1.11,104,15,131.29
1047,19.99,1.08,90,32,97.7
1710,12.19,2.66,83,10,198.04
2235,40.82,2.93,74,17,261.21
2669,33.34,1.85,105,35,196.83
1755,28.42,1.75,99,15,174.89
1064,46.5,1.97,101,15,196.69
1479,42.04,2.87,94,16,241.77
745,33.98,2.66,88,38,206.78
2069,48.36,2.34,74,21,224.07
947,10.53,1.61,83,20,120.71
1666,14.45,1.19,83,28,116.59
1163,49.13,2.38,98,25,218.75
1352,39.04,2.86,102,28,226.34
2432,25.14,2.59,81,40,209.14
904,22.65,2.09,98,34,153.53
2804,44.33,1.02,79,17,185.77
2128,41.85,1.02,98,30,157.5
741,46.72,2.46,72,13,215.3
1138,20.35,2.7,107,16,192.53
837,24.48,2.44,95,30,184.62
1985,11.13,1.62,81,16,145.9
1908,21.86,2.78,93,28,210.21
2172,49.5,1.44,72,17,197.08
2412,15.86,2.17,102,10,193.97
1972,38.32,1.97,91,23,195.06
2327,34.94,1.47,73,31,169.29
1916,39.91,2.0,90,34,203.18
916,34.4,2.5,86,30,200.43
1617,32.14,1.34,80,16,143.05
1451,33.27,2.13,98,23,195.16
2459,42.57,1.06,96,40,168.48
742,41.72,1.09,104,28,140.67
2665,19.18,1.28,90,22,154.65
2505,18.0,1.98,71,31,182.5
2059,12.84,1.15,70,29,110.33
1997,14.8,2.45,104,21,196.72
2929,48.67,1.09,83,17,181.92
2187,46.41,2.52,86,22,247.58
986,15.67,2.45,104,13,165.88
1449,40.46,1.29,87,25,156.38
2826,23.09,1.45,98,14,169.66
1759,48.65,1.5,83,23,180.32
2331,15.27,1.83,80,16,167.24
2923,41.36,1.25,90,28,185.12
1777,12.22,1.1,91,26,117.85
2842,10.41,2.17,92,10,180.05
2308,48.87,2.94,90,15,265.48
2850,44.96,1.74,103,22,224.91
2703,29.37,1.75,107,23,192.99
2363,27.59,1.17,110,22,158.66
2460,41.06,1.7,70,14,192.14
2678,10.15,1.72,93,11,168.17
1566,26.89,2.57,78,11,196.63
649,30.75,2.55,75,27,183.88
1938,47.76,2.85,96,23,266.08
1458,31.5,1.81,73,12,163.3
2884,21.16,1.25,110,21,151.9
1587,22.05,1.49,74,12,143.07
718,30.5,1.36,71,11,129.21
2570,39.14,2.49,76,27,241.64
2700,25.09,1.21,108,10,169.28
1573,43.38,1.82,86,16,202.09
1237,37.76,2.41,98,28,201.84
1159,27.46,1.73,104,24,161.4
2383,46.59,2.24,101,30,239.82
1758,13.03,1.69,72,35,134.63
2900,19.91,1.35,76,10,157.72
2419,30.53,2.68,99,30,223.16
1531,43.34,2.94,107,14,254.36
1951,28.84,1.24,104,24,140.6
658,18.83,2.68,95,30,169.55
1796,15.01,2.71,78,32,189.05
1894,37.0,1.04,85,14,147.62
1509,28.91,2.76,98,29,217.11
1507,41.46,2.48,78,29,222.27
1670,20.04,2.19,79,20,175.88
2035,43.85,1.93,99,26,207.3
1341,31.53,2.79,88,14,228.96
1018,22.08,2.2,80,18,169.47
2025,21.39,1.42,77,32,148.84
1831,33.5,1.3,94,22,149.96
1307,26.39,2.06,108,23,167.9
1399,41.73,1.53,84,17,177.47
2507,14.37,1.06,103,32,121.29
2193,44.03,1.15,85,19,165.36
914,48.12,1.58,103,21,183.38
1254,41.46,1.33,70,26,152.35
